date,close,volume
2018-09-14,23.27,19954113
2018-09-17,23.83,42384263
2018-09-18,24.21,37977796
2018-09-19,24.39,42279569
2018-09-20,24.43,37471093
2018-09-21,24.47,20515126
2018-09-24,23.95,31718177
2018-09-25,24.44,42592710
2018-09-26,24.47,29644438
2018-09-27,24.72,22827453
2018-09-28,24.8,27995770
2018-10-01,24.57,34765671
2018-10-02,25.14,27322394
2018-10-03,25.27,20726605
2018-10-04,26.37,53960809
2018-10-05,26.47,24667683
2018-10-08,26.52,44808874
2018-10-09,26.74,33598573
2018-10-10,26.56,27807318
2018-10-11,27.37,48545228
2018-10-12,28.28,43776909
2018-10-15,27.97,19759160
2018-10-16,27.89,27798155
2018-10-17,27.99,22462393
2018-10-18,28.58,19179096
2018-10-19,27.89,35790407
2018-10-22,27.91,24529735
2018-10-23,27.71,36574480
2018-10-24,28.11,32815399
2018-10-25,28.71,20106914
2018-10-26,28.28,31494753
2018-10-29,28.5,17554897
2018-10-30,28.75,26964934
2018-10-31,29.32,24625006
2018-11-01,29.37,20739582
2018-11-02,29.03,29701535
2018-11-05,28.82,42169864
2018-11-06,28.87,30897028
2018-11-07,29.16,31884386
2018-11-08,29.32,26470682
2018-11-09,29.5,31822326
2018-11-12,29.42,25830577
2018-11-13,29.36,41738685
2018-11-14,29.66,25354084
2018-11-15,29.59,16399985
2018-11-16,29.78,20522282
2018-11-19,29.81,25423014
2018-11-20,29.7,35841888
2018-11-21,29.65,23906690
2018-11-23,29.18,29978093
2018-11-26,29.02,21938766
2018-11-27,29.38,31774597
2018-11-28,29.31,22014252
2018-11-29,29.09,37654068
2018-11-30,29.04,33182450
2018-12-03,29.16,47153903
2018-12-04,29.85,57219184
2018-12-06,30.65,34420797
2018-12-07,30.61,14262433
2018-12-10,30.03,26097221
2018-12-11,28.71,52954199
2018-12-12,27.79,50441740
2018-12-13,27.55,24301063
2018-12-14,28.36,46801503
2018-12-17,28.46,14282738
2018-12-18,28.42,27440449
2018-12-19,28.69,36965650
2018-12-20,27.63,51791094
2018-12-21,27.09,23524959
2018-12-24,27.71,16316959
2018-12-26,27.0,30752958
2018-12-27,27.99,55214783
2018-12-28,28.42,39137969
2018-12-31,28.72,26659149
2019-01-02,28.54,25924526
2019-01-03,28.61,16538516
2019-01-04,28.53,30567134
2019-01-07,28.31,42035752
2019-01-08,28.06,35536670
2019-01-09,28.56,36349065
2019-01-10,29.53,41175594
2019-01-11,29.62,26323685
2019-01-14,29.27,36930680
2019-01-15,30.16,33829988
2019-01-16,30.08,34144635
2019-01-17,31.04,48572458
2019-01-18,31.78,40185639
2019-01-22,31.49,27344446
2019-01-23,31.59,26717553
2019-01-24,32.09,24422056
2019-01-25,31.9,35610937
2019-01-28,31.25,38397839
2019-01-29,31.5,27113632
2019-01-30,31.45,14458731
2019-01-31,31.0,31726673
2019-02-01,31.73,33198953
2019-02-04,32.57,25662300
2019-02-05,32.36,21255489
2019-02-06,32.43,28063515
2019-02-07,32.29,31045734
2019-02-08,33.08,24532688
2019-02-11,33.38,26761068
2019-02-12,33.46,23691327
2019-02-13,33.59,44567368
2019-02-14,34.96,57633850
2019-02-15,34.81,28788422
2019-02-19,34.6,22237253
2019-02-20,34.28,34021381
2019-02-21,34.24,26883492
2019-02-22,34.77,19808793
2019-02-25,34.36,27678140
2019-02-26,34.91,29840044
2019-02-27,35.36,24917416
2019-02-28,35.86,38651754
2019-03-01,37.23,52574241
2019-03-04,36.45,34265813
2019-03-05,36.21,22955402
2019-03-06,36.3,45355026
2019-03-07,36.58,30586934
2019-03-08,37.25,33138808
2019-03-11,36.92,56723080
2019-03-12,36.93,24698114
2019-03-13,36.46,26178631
2019-03-14,37.16,56996856
2019-03-15,36.82,17346261
2019-03-18,37.14,19864368
2019-03-19,38.02,61871676
2019-03-20,37.78,33343247
2019-03-21,37.31,32875103
2019-03-22,37.39,28964953
2019-03-25,36.79,37036588
2019-03-26,36.32,22781546
2019-03-27,36.52,19348040
2019-03-28,36.34,21467426
2019-03-29,35.42,50781529
2019-04-01,36.17,34481088
2019-04-02,35.84,22137321
2019-04-03,35.91,27368227
2019-04-04,36.16,40841616
2019-04-05,37.03,50849783
2019-04-08,37.0,16953209
2019-04-09,37.6,43307153
2019-04-10,38.49,41754867
2019-04-11,38.56,20285995
2019-04-12,38.87,29168618
2019-04-15,38.86,16320988
2019-04-16,39.41,24879541
2019-04-17,39.61,18778755
2019-04-18,40.15,43068776
2019-04-22,40.07,24292730
2019-04-23,40.05,24567700
2019-04-24,40.29,45933284
2019-04-25,41.1,29479197
2019-04-26,41.56,36022399
2019-04-29,41.11,19068859
2019-04-30,42.08,26511385
2019-05-01,41.81,11962684
2019-05-02,41.69,24667783
2019-05-03,42.36,29872632
2019-05-06,42.01,31543193
2019-05-07,42.29,23990258
2019-05-08,42.44,38529081
2019-05-09,41.98,30610025
2019-05-10,41.63,34947995
2019-05-13,41.93,23883114
2019-05-14,42.02,27255077
2019-05-15,41.42,26429713
2019-05-16,41.13,27581465
2019-05-17,40.62,37322351
2019-05-20,40.66,27163031
2019-05-21,40.98,33336980
2019-05-22,41.02,36383605
2019-05-23,40.53,27313972
2019-05-24,40.64,39567472
2019-05-28,40.91,35488549
2019-05-29,41.07,24841608
2019-05-30,40.68,28102345
2019-05-31,41.15,36678756
2019-06-03,40.91,32819379
2019-06-04,40.9,29589141
2019-06-05,40.92,19922614
2019-06-06,41.31,28299250
2019-06-07,40.97,27471805
2019-06-10,41.87,28409779
2019-06-11,41.8,24446933
2019-06-12,41.51,17757719
2019-06-13,41.33,18575191
2019-06-14,41.48,16834459
2019-06-17,41.69,21107559
2019-06-18,41.19,33584869
2019-06-19,41.05,20830460
2019-06-20,41.8,41355041
2019-06-21,42.35,22229220
2019-06-24,41.59,28047837
2019-06-25,41.53,30192341
2019-06-26,41.82,27170303
2019-06-27,42.46,34417044
2019-06-28,42.14,27202379
2019-07-01,41.15,33400275
2019-07-02,41.46,41902888
2019-07-03,40.86,36528614
2019-07-05,40.24,33849865
2019-07-08,40.15,26019015
2019-07-09,40.0,32618268
2019-07-10,39.33,32929893
2019-07-11,39.15,27420291
2019-07-12,39.55,29920247
2019-07-15,39.5,23539672
2019-07-16,39.17,22035356
2019-07-17,39.36,29457984
2019-07-18,39.12,23092060
2019-07-19,39.31,36541691
2019-07-22,38.93,23374673
2019-07-23,38.74,26786509
2019-07-24,38.93,34423264
2019-07-25,38.5,53472040
2019-07-26,38.68,28230434
2019-07-29,38.43,27205773
2019-07-30,38.1,30620108
2019-07-31,37.84,17997013
2019-08-01,37.94,19701724
2019-08-02,37.59,65215700
2019-08-05,37.44,17245868
2019-08-06,37.48,19921144
2019-08-07,37.65,41444321
2019-08-08,38.13,46571441
2019-08-09,38.13,30980213
2019-08-12,38.01,22240945
2019-08-13,37.69,25161827
2019-08-14,37.26,35133993
2019-08-15,36.98,40808917
2019-08-16,36.87,31668771
2019-08-19,37.09,33027822
2019-08-20,36.93,29084085
2019-08-21,36.56,29702604
2019-08-22,37.08,18860516
2019-08-23,36.45,30298238
2019-08-26,37.25,18274733
2019-08-27,37.15,32080505
2019-08-28,37.29,29750736
2019-08-29,36.47,38323810
2019-08-30,35.96,38231775
2019-09-03,36.01,32782778
2019-09-04,36.33,32810820
2019-09-05,36.35,24802790
2019-09-06,36.2,35152658
2019-09-09,36.53,25533283
2019-09-10,36.1,37471878
2019-09-11,35.85,40236331
2019-09-12,36.83,43261268
2019-09-13,37.03,34460596
2019-09-16,37.49,32565544
2019-09-17,37.2,29586132
2019-09-18,37.12,23386818
2019-09-19,36.21,77428131
2019-09-20,36.55,25418230
2019-09-23,35.94,38074706
2019-09-24,35.66,24075311
2019-09-25,35.56,24919001
2019-09-26,35.98,41099205
2019-09-27,35.6,23458013
2019-09-30,36.56,61623101
2019-10-01,36.21,29085626
2019-10-02,35.39,33167286
2019-10-03,34.65,29369881
2019-10-04,35.84,43801210
2019-10-07,35.34,46250773
2019-10-08,35.24,40269046
2019-10-09,34.11,30045236
2019-10-10,35.13,27010940
2019-10-11,34.1,32758054
2019-10-14,34.08,17602928
2019-10-15,34.01,23817379
2019-10-16,33.98,32600546
2019-10-17,33.66,38852998
2019-10-18,32.88,40834038
2019-10-21,33.29,36532069
2019-10-22,33.61,36346963
2019-10-23,33.44,26210264
2019-10-24,33.21,22428834
2019-10-25,33.37,19762479
2019-10-28,33.26,19736807
2019-10-29,34.07,28273512
2019-10-30,34.69,69291724
2019-10-31,35.5,33633946
2019-11-01,34.99,22843024
2019-11-04,34.33,32637301
2019-11-05,33.57,35441665
2019-11-06,33.33,25272035
2019-11-07,32.72,27951818
2019-11-08,32.65,19147780
2019-11-11,31.8,26395815
2019-11-12,31.88,18907117
2019-11-13,32.41,26925753
2019-11-14,33.09,31008955
2019-11-15,33.52,34058413
2019-11-18,33.79,36014330
2019-11-19,34.08,17838931
2019-11-20,34.43,30552085
2019-11-21,36.28,55227856
2019-11-22,35.35,25315897
2019-11-25,35.5,16726907
2019-11-26,35.96,27779216
2019-11-27,36.66,35941342
2019-11-29,36.41,21011901
2019-12-02,37.77,38425104
2019-12-03,37.98,41817526
2019-12-04,36.46,71051386
2019-12-05,36.55,32530037
2019-12-06,35.83,46867178
2019-12-09,36.0,16682997
2019-12-10,36.17,20278637
2019-12-11,36.99,39174323
2019-12-12,37.35,22975471
2019-12-13,37.46,23220607
2019-12-16,37.29,43915681
2019-12-17,36.29,67655700
2019-12-18,35.26,53434776
2019-12-19,34.59,44033895
2019-12-20,35.54,32660434
2019-12-23,36.08,38789470
2019-12-24,35.91,29666729
2019-12-26,36.06,41539706
2019-12-27,38.12,54991221
2019-12-30,38.45,31705817
2019-12-31,38.52,18751608
2020-01-02,38.79,24213498
2020-01-03,38.19,25154703
2020-01-06,38.17,29434639
2020-01-07,38.42,46156742
2020-01-08,38.21,31528920
2020-01-09,38.9,33032769
2020-01-10,40.14,29895122
2020-01-13,39.31,39230564
2020-01-14,39.19,34072513
2020-01-15,39.41,35426554
2020-01-16,39.51,35328802
2020-01-17,39.87,24459182
2020-01-21,39.13,23948979
2020-01-22,39.8,34346336
2020-01-23,39.25,32479112
2020-01-24,39.39,27979980
2020-01-27,37.68,35734182
2020-01-28,36.88,41742577
2020-01-29,38.17,43261982
2020-01-30,38.11,27483001
2020-01-31,38.06,25248516
2020-02-03,39.08,66583489
2020-02-04,37.38,69442630
2020-02-05,36.99,20408517
2020-02-06,37.04,30285887
2020-02-07,37.4,28314442
2020-02-10,36.06,32049925
2020-02-11,35.62,20787879
2020-02-12,36.51,24142257
2020-02-13,34.7,70687659
2020-02-14,34.92,26303003
2020-02-18,34.69,22518958
2020-02-19,35.28,33970817
2020-02-20,34.08,43618194
2020-02-21,33.9,37999050
2020-02-24,34.33,29598534
2020-02-25,35.18,33565526
2020-02-26,35.66,28399466
2020-02-27,33.54,44888404
2020-02-28,34.66,47519855
2020-03-02,33.34,35800017
2020-03-03,32.92,52051087
2020-03-04,32.89,24986636
2020-03-05,30.11,64331092
2020-03-06,31.7,39678074
2020-03-09,32.75,48264216
2020-03-10,32.54,17378004
2020-03-11,34.37,61809009
2020-03-12,35.05,26283992
2020-03-13,35.62,17726495
2020-03-16,35.64,21428635
2020-03-17,36.8,40382233
2020-03-18,36.03,32477201
2020-03-19,35.57,28214868
2020-03-20,33.83,66744102
2020-03-23,33.06,32029247
2020-03-24,32.56,29131157
2020-03-25,31.65,34001493
2020-03-26,31.53,27840845
2020-03-27,30.69,35502308
2020-03-30,29.56,29122302
2020-03-31,29.75,16969602
2020-04-01,29.62,28447466
2020-04-02,30.21,31890756
2020-04-03,29.81,36200708
2020-04-06,29.79,54078799
2020-04-07,31.21,60567563
2020-04-08,31.08,25776510
2020-04-09,32.35,58517041
2020-04-13,32.04,24231269
2020-04-14,33.48,38157248
2020-04-15,33.2,19067778
2020-04-16,32.1,32718454
2020-04-17,30.99,41203133
2020-04-20,31.3,21419572
2020-04-21,32.98,37722687
2020-04-22,34.37,43307176
2020-04-23,34.07,38413299
2020-04-24,33.13,50641192
2020-04-27,33.12,24434355
2020-04-28,34.61,47089481
2020-04-29,34.73,28859462
2020-04-30,34.06,37927819
2020-05-01,33.19,42551862
2020-05-04,34.31,37681948
2020-05-05,35.11,30468816
2020-05-06,34.06,34458561
2020-05-07,34.58,26527592
2020-05-08,33.81,30662078
2020-05-11,32.94,41248663
2020-05-12,32.63,26556882
2020-05-13,33.47,37628417
2020-05-14,32.1,78470558
2020-05-15,32.0,37091057
2020-05-18,32.46,16294084
2020-05-19,32.3,31617254
2020-05-20,34.33,77724302
2020-05-21,34.02,28587145
2020-05-22,33.04,40770140
2020-05-26,33.85,57376467
2020-05-27,33.8,29542763
2020-05-28,35.52,103322185
2020-05-29,36.05,26985282
2020-06-01,35.17,24492991
2020-06-02,36.02,35826517
2020-06-03,36.23,41606456
2020-06-04,36.04,18718405
2020-06-05,35.46,26273124
2020-06-08,35.51,29209983
2020-06-09,34.12,37181460
2020-06-10,31.83,122458284
2020-06-11,31.57,27864228
2020-06-12,31.04,27981602
2020-06-15,29.72,34365073
2020-06-16,29.49,49803892
2020-06-17,31.07,78690334
2020-06-18,29.79,43002102
2020-06-19,31.1,56054840
2020-06-22,30.54,37264392
2020-06-23,31.19,35808238
2020-06-24,30.8,32672936
2020-06-25,31.02,37598497
2020-06-26,30.53,22740264
2020-06-29,31.57,24957679
2020-06-30,30.29,38692072
2020-07-01,30.69,32052107
2020-07-02,29.71,35772553
2020-07-06,29.87,17399611
2020-07-07,30.56,25973019
2020-07-08,29.78,40579939
2020-07-09,29.63,22585052
2020-07-10,29.33,41438447
2020-07-13,29.84,38179529
2020-07-14,30.82,56797650
2020-07-15,30.59,30545937
2020-07-16,30.39,28464628
2020-07-17,30.85,27183817
2020-07-20,30.14,34834296
2020-07-21,30.42,33766113
2020-07-22,30.56,28280463
2020-07-23,30.31,38335488
2020-07-24,30.82,23173001
2020-07-27,31.4,38306427
2020-07-28,31.6,33449896
2020-07-29,32.13,40830440
2020-07-30,33.48,70008027
2020-07-31,33.22,30301331
2020-08-03,33.32,15621727
2020-08-04,34.08,36133897
2020-08-05,33.98,38666915
2020-08-06,34.24,24910500
2020-08-07,34.04,28729266
2020-08-10,34.86,20119721
2020-08-11,34.01,42750716
2020-08-12,33.65,36759708
2020-08-13,35.2,38574298
2020-08-14,34.67,25056425
2020-08-17,34.75,23845100
2020-08-18,34.91,24169383
2020-08-19,35.61,33449643
2020-08-20,35.55,16392514
2020-08-21,34.56,18532161
2020-08-24,35.38,26983515
2020-08-25,35.2,29646790
2020-08-26,34.53,33501497
2020-08-27,34.79,22550114
2020-08-28,34.32,44951499
2020-08-31,34.6,21637149
2020-09-01,33.48,30782576
2020-09-02,33.36,39484185
2020-09-03,32.83,40656675
2020-09-04,32.59,18828905
2020-09-08,33.23,32925101
2020-09-09,32.52,37411521
2020-09-10,32.56,17955748
2020-09-11,32.91,23211899
2020-09-14,32.09,51988228
2020-09-15,31.92,39997115
2020-09-16,32.52,34741469
2020-09-17,31.63,45818100
2020-09-18,31.73,20287981
2020-09-21,30.91,32549985
2020-09-22,30.9,31518433
2020-09-23,31.47,49233023
2020-09-24,31.5,43622116
2020-09-25,32.02,20348901
2020-09-28,31.6,40296948
2020-09-29,31.71,22633310
2020-09-30,31.55,31207616
2020-10-01,31.22,36043270
2020-10-02,30.52,40332583
2020-10-05,30.34,20415463
2020-10-06,30.41,18188855
2020-10-07,30.09,18882768
2020-10-08,29.59,68130892
2020-10-09,29.51,17295830
2020-10-12,30.04,23312065
2020-10-13,29.71,39947273
2020-10-14,30.23,30200959
2020-10-15,30.19,22639956
2020-10-16,29.64,26191169
2020-10-19,29.94,24570223
2020-10-20,30.17,28797022
2020-10-21,29.64,31743026
2020-10-22,29.86,22143965
2020-10-23,29.47,19861588
2020-10-26,29.45,32091297
2020-10-27,29.13,22913533
2020-10-28,29.69,58407336
2020-10-29,30.06,29622908
2020-10-30,30.24,28087337
2020-11-02,30.45,26622179
2020-11-03,31.24,43232164
2020-11-04,31.25,29270221
2020-11-05,31.16,22921670
2020-11-06,30.59,36534369
2020-11-09,31.12,29649717
2020-11-10,30.89,37527185
2020-11-11,31.08,29180912
2020-11-12,30.58,23567860
2020-11-13,31.37,29484500
2020-11-16,31.16,32033835
2020-11-17,30.43,32696522
2020-11-18,30.91,37406311
2020-11-19,31.34,46520581
2020-11-20,31.02,21212547
2020-11-23,31.84,32518010
2020-11-24,32.11,17888208
2020-11-25,31.54,21870226
2020-11-27,31.56,15267521
2020-11-30,31.59,23136830
2020-12-01,32.09,22653669
2020-12-02,31.83,53154925
2020-12-03,31.88,22651873
2020-12-04,32.05,34590804
2020-12-07,32.29,26525831
2020-12-08,32.52,29966832
2020-12-09,32.31,20499599
2020-12-10,31.85,45372645
2020-12-11,32.1,30754785
2020-12-14,32.29,22761747
2020-12-15,32.17,34002475
2020-12-16,32.1,23491774
2020-12-17,32.34,32863208
2020-12-18,32.34,30052210
2020-12-21,32.6,23220880
2020-12-22,33.2,33039353
2020-12-23,33.48,39909628
2020-12-24,33.76,24760656
2020-12-28,33.82,15399554
2020-12-29,33.38,39362974
2020-12-30,33.31,17973234
2020-12-31,33.12,32810263
2021-01-04,33.37,40197994
2021-01-05,32.68,63262113
2021-01-06,33.05,40758075
2021-01-07,32.93,23886285
2021-01-08,32.63,43041688
2021-01-11,32.36,22410179
2021-01-12,31.59,37636875
2021-01-13,31.67,28488738
2021-01-14,31.99,23088388
2021-01-15,32.18,34455386
2021-01-19,32.28,27876860
2021-01-20,31.9,26291067
2021-01-21,31.68,36985591
2021-01-22,31.98,22158137
2021-01-25,31.76,20119166
2021-01-26,31.51,23648986
2021-01-27,31.49,18901342
2021-01-28,31.52,30421969
2021-01-29,31.45,20997885
2021-02-01,31.13,32657734
2021-02-02,30.83,18227420
2021-02-03,31.02,22968805
2021-02-04,31.35,24259636
2021-02-05,31.08,30806789
2021-02-08,31.09,13573676
2021-02-09,30.57,46092060
2021-02-10,29.83,32034618
2021-02-11,29.92,28748743
2021-02-12,30.37,18714258
2021-02-16,30.01,31542979
2021-02-17,30.08,31085134
2021-02-18,30.7,46835606
2021-02-19,31.13,30773085
2021-02-22,31.26,24901351
2021-02-23,31.23,25235096
2021-02-24,31.0,34580995
2021-02-25,31.27,17308118
2021-02-26,31.39,13120215
2021-03-01,32.18,29942797
2021-03-02,32.35,38231038
2021-03-03,32.38,16249873
2021-03-04,32.27,16099988
2021-03-05,31.74,45620617
2021-03-08,31.65,24531702
2021-03-09,31.4,18891182
2021-03-10,31.26,21140926
2021-03-11,31.5,30515640
2021-03-12,31.95,26916909
2021-03-15,31.74,43139209
2021-03-16,31.01,29638240
2021-03-17,30.59,32829337
2021-03-18,30.57,29407122
2021-03-19,30.42,27965396
2021-03-22,30.33,22268539
2021-03-23,30.09,26590242
2021-03-24,30.1,19196922
2021-03-25,30.12,25968568
2021-03-26,30.41,28766772
2021-03-29,29.96,19944958
2021-03-30,29.53,22351766
2021-03-31,29.79,37346907
2021-04-01,29.58,16792431
2021-04-05,29.03,40062439
2021-04-06,28.96,24144270
2021-04-07,28.65,29615158
2021-04-08,28.86,44343303
2021-04-09,28.49,35342816
2021-04-12,28.05,21527154
2021-04-13,27.9,18358851
2021-04-14,27.3,39504422
2021-04-15,27.68,28758233
2021-04-16,27.76,21629542
2021-04-19,28.07,27674871
2021-04-20,27.4,34750628
2021-04-21,27.75,42313908
2021-04-22,27.34,27848344
2021-04-23,27.35,15568381
2021-04-26,26.81,32401620
2021-04-27,26.37,35062279
2021-04-28,26.54,27005919
2021-04-29,26.25,43943685
2021-04-30,26.1,34137593
2021-05-03,25.56,31095028
2021-05-04,24.86,50792559
2021-05-05,24.79,37945376
2021-05-06,25.08,37540222
2021-05-07,25.24,25319811
2021-05-10,25.22,34088768
2021-05-11,25.52,34651804
2021-05-12,25.72,24041434
2021-05-13,25.75,43419144
2021-05-14,25.95,34770592
2021-05-17,26.18,41041465
2021-05-18,25.79,45466057
2021-05-19,25.87,30539419
2021-05-20,26.03,27058044
2021-05-21,26.02,32208961
2021-05-24,25.72,42454034
2021-05-25,25.92,41091664
2021-05-26,26.17,29889428
2021-05-27,26.65,30668232
2021-05-28,26.21,28885185
2021-06-01,25.74,21225033
2021-06-02,25.77,21967899
2021-06-03,25.68,21596835
2021-06-04,25.89,25853702
2021-06-07,25.29,60204296
2021-06-08,25.15,17670260
2021-06-09,24.92,44326114
2021-06-10,25.53,48092273
2021-06-11,25.84,29301656
2021-06-14,25.55,29582195
2021-06-15,25.3,25353809
2021-06-16,26.09,64132808
2021-06-17,26.15,28279353
2021-06-18,25.77,24965231
2021-06-21,26.16,23139989
2021-06-22,26.43,25422519
2021-06-23,26.24,52351700
2021-06-24,26.35,25823250
2021-06-25,26.51,23269181
2021-06-28,26.62,38076616
2021-06-29,26.79,36024271
2021-06-30,27.44,30531720
2021-07-01,27.25,16609161
2021-07-02,27.09,32681319
2021-07-06,27.43,55031941
2021-07-07,27.85,22960716
2021-07-08,26.58,67060921
2021-07-09,27.06,17988962
2021-07-12,26.93,36855801
2021-07-13,26.97,23916657
2021-07-14,27.17,20717007
2021-07-15,27.56,40446778
2021-07-16,27.59,26811483
2021-07-19,27.02,22525451
2021-07-20,27.16,25613013
2021-07-21,28.38,48149544
2021-07-22,28.29,31878790
2021-07-23,27.77,24072806
2021-07-26,28.42,48400757
2021-07-27,28.88,29049902
2021-07-28,28.21,28842194
2021-07-29,28.6,49433732
2021-07-30,28.01,36373919
2021-08-02,27.97,38931234
2021-08-03,28.0,26641477
2021-08-04,28.05,37819256
2021-08-05,27.44,46554342
2021-08-06,27.94,31981676
2021-08-09,28.45,37958752
2021-08-10,28.1,19595301
2021-08-11,28.02,34418802
2021-08-12,27.83,32336711
2021-08-13,27.95,23847873
2021-08-16,28.07,20394137
2021-08-17,28.26,24765698
2021-08-18,28.06,47092585
2021-08-19,27.63,33295388
2021-08-20,27.68,20081027
2021-08-23,27.18,18753827
2021-08-24,26.77,25179008
2021-08-25,27.04,36750397
2021-08-26,27.85,62846885
2021-08-27,27.62,20970865
2021-08-30,27.85,26358500
2021-08-31,27.51,16648888
2021-09-01,27.42,25013507
2021-09-02,27.09,25227984
2021-09-03,26.26,19996061
2021-09-07,25.95,30198588
2021-09-08,26.21,25225956
2021-09-09,26.0,27307290
2021-09-10,26.67,33590117
2021-09-13,25.75,32485335
2021-09-14,25.6,22398796
2021-09-15,25.22,46161891
2021-09-16,24.74,30063318
2021-09-17,24.47,33288171
2021-09-20,24.13,26595065
2021-09-21,24.41,23304516
2021-09-22,24.01,28770861
2021-09-23,24.44,50265590
2021-09-24,23.73,62330742
2021-09-27,23.47,23286178
2021-09-28,23.31,28201321
2021-09-29,23.28,32001662
2021-09-30,23.79,31047038
2021-10-01,24.35,30425264
2021-10-04,23.94,40198840
2021-10-05,23.27,49092165
2021-10-06,23.85,35211227
2021-10-07,25.04,65108043
2021-10-08,25.55,29341887
2021-10-11,25.87,27059770
2021-10-12,25.75,23017952
2021-10-13,25.35,33843504
2021-10-14,25.7,39601577
2021-10-15,25.58,14525068
2021-10-18,25.75,50419562
2021-10-19,25.95,17680311
2021-10-20,26.55,23448549
2021-10-21,27.78,67742530
2021-10-22,27.23,60141693
2021-10-25,27.64,42938510
2021-10-26,28.16,38764826
2021-10-27,28.45,30127594
2021-10-28,28.35,29435563
2021-10-29,27.22,40647657
2021-11-01,28.11,53403999
2021-11-02,28.82,53982389
2021-11-03,28.57,41644965
2021-11-04,28.64,18086990
2021-11-05,28.66,25164167
2021-11-08,28.43,39326399
2021-11-09,28.86,31200279
2021-11-10,27.82,49396857
2021-11-11,28.5,34108170
2021-11-12,28.94,45948154
2021-11-15,28.6,22678954
2021-11-16,29.01,23186747
2021-11-17,29.01,21892477
2021-11-18,29.48,47176861
2021-11-19,28.97,35488967
2021-11-22,28.43,20273790
2021-11-23,28.44,15888179
2021-11-24,29.03,39860780
2021-11-26,30.22,42403980
2021-11-29,30.07,18141583
2021-11-30,29.89,30562881
2021-12-01,29.92,14777233
2021-12-02,30.03,25173822
2021-12-03,29.9,23459745
2021-12-06,30.27,20133484
2021-12-07,30.19,15121609
2021-12-08,29.7,40905982
2021-12-09,28.78,70655081
2021-12-10,29.12,27273794
2021-12-13,29.46,22646961
2021-12-14,30.08,27742334
2021-12-15,30.03,18565616
2021-12-16,30.17,27250303
2021-12-17,29.98,20680479
2021-12-20,30.23,35235423
2021-12-21,30.92,26435245
2021-12-22,31.48,23542229
2021-12-23,30.97,22142441
2021-12-27,30.94,32247119
2021-12-28,31.42,31539631
2021-12-29,30.89,41609843
2021-12-30,31.25,23004261
2021-12-31,31.2,23957574
2022-01-03,31.92,25900038
2022-01-04,32.07,17159801
2022-01-05,31.61,29698747
2022-01-06,31.69,17279860
2022-01-07,31.45,40571074
2022-01-10,32.33,50814867
2022-01-11,32.33,17252723
2022-01-12,32.63,39163761
2022-01-13,33.23,44995607
2022-01-14,33.29,16656476
2022-01-18,32.7,26507848
2022-01-19,31.9,27399702
2022-01-20,31.69,36995453
2022-01-21,32.28,23466062
2022-01-24,32.17,39853662
2022-01-25,32.14,19920191
2022-01-26,31.95,28732080
2022-01-27,32.18,14681256
2022-01-28,31.52,32082126
2022-01-31,30.92,27781880
2022-02-01,31.19,38850000
2022-02-02,30.87,20255155
2022-02-03,30.26,53791968
2022-02-04,29.86,25187164
2022-02-07,30.22,22210961
2022-02-08,30.27,15372173
2022-02-09,30.17,28673240
2022-02-10,30.57,16963357
2022-02-11,30.37,20376021
2022-02-14,30.96,52761462
2022-02-15,31.48,25304341
2022-02-16,31.31,29923595
2022-02-17,31.35,28944353
2022-02-18,30.66,24232532
2022-02-22,30.63,31447222
2022-02-23,30.59,36013209
2022-02-24,31.17,22653685
2022-02-25,31.3,17649232
2022-02-28,31.24,23483123
2022-03-01,31.13,47124698
2022-03-02,31.32,35184026
2022-03-03,31.89,35214150
2022-03-04,31.66,21927122
2022-03-07,31.82,31923825
2022-03-08,32.0,28949047
2022-03-09,31.91,16071676
2022-03-10,32.46,53634879
2022-03-11,32.12,38816211
2022-03-14,32.44,35142652
2022-03-15,32.01,24889699
2022-03-16,31.55,25367523
2022-03-17,31.87,26998665
2022-03-18,31.26,20793370
2022-03-21,31.18,32263697
2022-03-22,31.41,23570148
2022-03-23,31.76,27728047
2022-03-24,31.36,16334410
2022-03-25,31.27,36805233
2022-03-28,31.31,32057972
2022-03-29,31.12,28824065
2022-03-30,31.55,18769645
2022-03-31,31.18,19589788
2022-04-01,31.28,31594474
2022-04-04,31.08,26234664
2022-04-05,30.97,29469305
2022-04-06,31.23,41241480
2022-04-07,31.55,28321545
2022-04-08,31.58,23763560
2022-04-11,31.32,20073663
2022-04-12,31.28,36800965
2022-04-13,31.24,21099438
2022-04-14,31.37,18710604
2022-04-18,31.19,21327429
2022-04-19,31.36,23184832
2022-04-20,31.42,17725059
2022-04-21,31.47,33481593
2022-04-22,31.66,19842686
2022-04-25,31.68,35811296
2022-04-26,32.44,28124528
2022-04-27,31.87,37967499
2022-04-28,31.88,38432714
2022-04-29,32.09,44294629
2022-05-02,32.51,46051290
2022-05-03,33.38,40541991
2022-05-04,33.42,31164401
2022-05-05,33.45,32472273
2022-05-06,33.28,43671378
2022-05-09,33.21,25842609
2022-05-10,33.06,23275632
2022-05-11,32.48,59003544
2022-05-12,32.28,36592859
2022-05-13,31.93,26385258
2022-05-16,31.33,21084039
2022-05-17,31.63,20170871
2022-05-18,31.74,24080085
2022-05-19,31.63,28169191
2022-05-20,31.83,20697087
2022-05-23,32.0,20134591
2022-05-24,31.79,37447727
2022-05-25,31.47,37298260
2022-05-26,31.12,34665931
